EventDate,EventType,SampleNumber,FMISSampleID,DepthID,StartingDepth [in],EndingDepth [in],ColumnDepth [in],OM [%],ENR [ppm],P (B1 1:10) [ppm],HCO3 (SP) [ppm],pH [none],K [ppm],Mg [mg/kg],Ca [mg/kg],Na [mg/kg],B-Ph [none],H [ppm],CEC [cmol(+)/kg],K [mg/kg],H [mg/kg],NO3-N [ppm],S [ppm],Zn [ppm],Mn [ppm],Fe [ppm],Cu [ppm],B [ppm],SS [ppm],NH4-N [ppm],Cl [ppm],BS-Ca [%],BS-Mg [%],BS-Na [%],BS-B [%],ESP [%],SO4-S [ppm],SAR [none],ECe [dS/m],SAT_PCT [none],CO3 [ppm],HCO3 [ppm],P [ppm],Al [ppm]
2021-05-04,Soil,45218,ST10,1,0,8,8,,,,,,1.14,0.41,1.65,0.03,,,,,,,0.34,29.73,111.9,179.8,206.8,45.01,,,,,,,,,0,,,,,,0.29,44.92
2021-05-04,Soil,45219,G01,1,0,8,8,,,,,,1.01,0.36,1.35,0.02,,,,,,,0.3,27.49,98.79,131.8,155.9,34.07,,,,,,,,,0,,,,,,0.28,32.52
2021-05-04,Soil,45220,G02,1,0,8,8,,,,,,1.21,0.42,1.75,0.03,,,,,,,0.41,32.89,113.8,150,319.1,33.41,,,,,,,,,0,,,,,,0.33,44.86
2021-05-04,Soil,45221,G03,1,0,8,8,,,,,,1.24,0.42,1.83,0.02,,,,,,,0.41,31.33,115.4,152.7,313.4,36.55,,,,,,,,,0,,,,,,0.37,44.63
2021-05-04,Soil,45222,G04,1,0,8,8,,,,,,1.16,0.47,1.99,0.04,,,,,,,0.39,27.97,164.8,154.3,338.2,51.58,,,,,,,,,0,,,,,,0.3,50.87
2021-05-04,Soil,45223,G05,1,0,8,8,,,,,,1.22,0.38,1.47,0.03,,,,,,,0.34,22.55,111.7,126.7,222.9,44.45,,,,,,,,,0,,,,,,0.29,33.91
2021-05-04,Soil,45224,G06,1,0,8,8,,,,,,1.11,0.35,1.46,0.02,,,,,,,0.29,20.38,108.5,137.4,169.4,37.14,,,,,,,,,0,,,,,,0.26,35.58
2021-05-04,Soil,45225,G07,1,0,8,8,,,,,,1.13,0.46,1.96,0.02,,,,,,,0.36,28.89,142.1,179.6,253.7,39.64,,,,,,,,,0,,,,,,0.28,36.07
2021-05-04,Soil,45226,G08,1,0,8,8,,,,,,1.05,0.44,1.78,0.03,,,,,,,0.36,32.2,128.3,159.6,274.9,39.88,,,,,,,,,0,,,,,,0.31,33.13
2021-05-04,Soil,45227,G09,1,0,8,8,,,,,,1.2,0.34,1.35,0.03,,,,,,,0.31,27.75,73.7,115.2,213.9,36.69,,,,,,,,,0,,,,,,0.31,25.82
2021-05-04,Soil,45228,G10,1,0,8,8,,,,,,1.4,0.36,1.45,0.03,,,,,,,0.37,40.8,72.85,126.3,234.3,43.68,,,,,,,,,0,,,,,,0.32,33.91
2021-05-04,Soil,45229,G11,1,0,8,8,,,,,,1.17,0.45,1.92,0.02,,,,,,,0.33,26.22,99.77,130.9,165.4,37.83,,,,,,,,,0,,,,,,0.26,30.28
2021-05-04,Soil,45230,G12,1,0,8,8,,,,,,1.01,0.35,1.37,0.02,,,,,,,0.29,33.35,97.7,113,158.8,32.65,,,,,,,,,0,,,,,,0.23,28.56
2021-05-04,Soil,45231,G13,1,0,8,8,,,,,,1.01,0.47,1.88,0.03,,,,,,,0.32,25.55,152.3,136.4,224.5,46.06,,,,,,,,,0,,,,,,0.26,30.2
2021-05-04,Soil,45232,G14,1,0,8,8,,,,,,1.19,0.47,1.94,0.02,,,,,,,0.31,24.68,128.3,123.6,179.9,55.57,,,,,,,,,0,,,,,,0.33,26.78
2021-05-04,Soil,45233,G15,1,0,8,8,,,,,,1.37,0.37,1.65,0.03,,,,,,,0.34,23.48,96.01,112.3,196.2,50.57,,,,,,,,,0,,,,,,0.3,22.81
2021-05-04,Soil,45234,G16,1,0,8,8,,,,,,1.17,0.42,1.76,0.02,,,,,,,0.33,29.44,153.1,149.4,164.8,42.8,,,,,,,,,0,,,,,,0.29,28.37
2021-05-04,Soil,45235,G17,1,0,8,8,,,,,,1.03,0.44,1.87,0.01,,,,,,,0.3,23.83,138.5,120.8,113.5,40.52,,,,,,,,,0,,,,,,0.28,27.17
2021-05-04,Soil,45236,G18,1,0,8,8,,,,,,1.11,0.41,1.57,0.02,,,,,,,0.36,24.26,120.8,157.1,278.8,37.44,,,,,,,,,0,,,,,,0.28,35.17
2021-05-04,Soil,45237,G19,1,0,8,8,,,,,,1.01,0.42,1.88,0.03,,,,,,,0.39,29.85,87.68,124.7,146.3,36.44,,,,,,,,,0,,,,,,0.27,29.18
2021-05-04,Soil,45238,G20,1,0,8,8,,,,,,1.16,0.43,1.75,0.03,,,,,,,0.35,33.53,85.79,115.3,221.4,37.01,,,,,,,,,0,,,,,,0.34,26.82
2021-05-04,Soil,45239,G21,1,0,8,8,,,,,,1.15,0.46,1.76,0.03,,,,,,,0.32,22.61,126.3,150.8,180.6,43.94,,,,,,,,,0,,,,,,0.3,27.28
2021-05-04,Soil,45240,G22,1,0,8,8,,,,,,1.22,0.41,1.68,0.04,,,,,,,0.34,22.83,117.3,169.8,229.9,34.24,,,,,,,,,0,,,,,,0.34,30.1
2021-05-04,Soil,45241,G23,1,0,8,8,,,,,,0.95,0.37,1.46,0.02,,,,,,,0.31,24.4,84.97,132.4,177.5,32.4,,,,,,,,,0,,,,,,0.25,26.56
2021-05-04,Soil,45242,G24,1,0,8,8,,,,,,1.24,0.46,1.86,0.03,,,,,,,0.43,24.74,108,155.9,279.8,43.17,,,,,,,,,0,,,,,,0.35,34.48
2021-05-04,Soil,45243,R01,1,0,8,8,,,,,,1.22,0.42,1.6,0.02,,,,,,,0.34,23.01,113.1,132.9,187.3,41.08,,,,,,,,,0,,,,,,0.3,28.77
2021-05-04,Soil,45244,R02,1,0,8,8,,,,,,1.09,0.41,1.66,0.02,,,,,,,0.37,24.05,100.7,119.1,218.4,37.92,,,,,,,,,0,,,,,,0.27,29.91
2021-05-04,Soil,45245,R03,1,0,8,8,,,,,,1.06,0.31,1.34,0.02,,,,,,,0.31,28.26,100.8,148.6,218.3,29.67,,,,,,,,,0,,,,,,0.25,38.44
2021-05-04,Soil,45246,R04,1,0,8,8,,,,,,1.21,0.41,1.72,0.03,,,,,,,0.35,23.25,133,153.7,246.4,37.51,,,,,,,,,0,,,,,,0.29,45.3
2021-05-04,Soil,45247,R07,1,0,8,8,,,,,,1.1,0.42,1.66,0.02,,,,,,,0.36,20.55,130.2,151.2,263.4,35.33,,,,,,,,,0,,,,,,0.28,34.98
2021-05-04,Soil,45248,R08,1,0,8,8,,,,,,1.06,0.4,1.58,0.03,,,,,,,0.32,25.54,132.3,157.6,172.2,35.42,,,,,,,,,0,,,,,,0.31,33.75
2021-05-04,Soil,45249,R09,1,0,8,8,,,,,,1.08,0.38,1.85,0.02,,,,,,,0.33,25.53,103.6,111.5,158.7,47.11,,,,,,,,,0,,,,,,0.26,27.99
2021-05-04,Soil,45250,R10,1,0,8,8,,,,,,1.33,0.39,1.86,0.04,,,,,,,0.41,26.85,78.02,142.7,225.1,56.44,,,,,,,,,0,,,,,,0.33,37.8
2021-05-04,Soil,45251,R13,1,0,8,8,,,,,,1.22,0.44,1.83,0.03,,,,,,,0.38,24.25,118.2,144,214.1,41.63,,,,,,,,,0,,,,,,0.29,41.54
2021-05-04,Soil,45252,R14,1,0,8,8,,,,,,1.08,0.44,1.74,0.03,,,,,,,0.4,27.31,91.98,128.5,241.6,35.97,,,,,,,,,0,,,,,,0.31,36.84
2021-05-04,Soil,45253,R15,1,0,8,8,,,,,,1.25,0.35,1.72,0.02,,,,,,,0.36,22.77,129.3,134.9,203.6,48.25,,,,,,,,,0,,,,,,0.31,36.54
2021-05-04,Soil,45254,R19,1,0,8,8,,,,,,1.28,0.4,1.45,0.02,,,,,,,0.34,27.69,67.25,110.1,107.2,37.7,,,,,,,,,0,,,,,,0.3,29.08
2021-05-04,Soil,45255,R20,1,0,8,8,,,,,,1.24,0.38,1.77,0.02,,,,,,,0.36,28.86,99.59,136.1,215.5,39.67,,,,,,,,,0,,,,,,0.34,44.1
2021-05-04,Soil,45256,R24,1,0,8,8,,,,,,1.06,0.45,1.78,0.02,,,,,,,0.38,28.69,118.5,137.9,227.5,40.25,,,,,,,,,0,,,,,,0.33,30.84
2021-05-04,Soil,45257,R25,1,0,8,8,,,,,,1.21,0.38,1.44,0.02,,,,,,,0.36,24.15,99.87,143.1,228.7,32.8,,,,,,,,,0,,,,,,0.33,36.4
2021-05-04,Soil,45258,R05,1,0,8,8,,,,,,1.23,0.41,1.59,0.03,,,,,,,0.42,23.38,126.2,133.8,246.8,48.92,,,,,,,,,0,,,,,,0.32,39.99
2021-10-08,Soil,56464,50262,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56465,4F3AO,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56466,C9E77,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56467,06D47,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56468,4E557,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56469,4DEAC,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56470,81CB1,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56471,06D4C,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-08,Soil,56472,8307C,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-04-20,Soil,43715,SG1,1,0,8,8,,,,,,1.62,0.25,0.99,0.02,,,,,,,0.28,37.2,115.5,151.5,16.87,25.17,,,,,,,,,0,,,,,,0.57,76.55
2021-04-20,Soil,43716,SG2,1,0,8,8,,,,,,1.63,0.24,0.93,0.01,,,,,,,0.29,40.07,133.6,139.6,17.16,21.52,,,,,,,,,0,,,,,,0.62,72.41
2021-04-20,Soil,43717,SG3,1,0,8,8,,,,,,1.73,0.23,0.87,0.01,,,,,,,0.32,43.84,112.6,188.7,17.58,21.18,,,,,,,,,0,,,,,,0.68,79.31
2021-04-20,Soil,43718,SG4,1,0,8,8,,,,,,1.71,0.26,0.95,0.02,,,,,,,0.3,39.6,83.85,170.6,15.22,20.39,,,,,,,,,0,,,,,,0.61,87.38
2021-04-20,Soil,43719,SG5,1,0,8,8,,,,,,1.64,0.24,0.86,0.02,,,,,,,0.27,30.87,51.25,128.1,12.98,17.07,,,,,,,,,0,,,,,,0.54,70.13
2021-04-20,Soil,43720,SG6,1,0,8,8,,,,,,1.49,0.21,0.74,0.01,,,,,,,0.27,27.06,44.76,137.3,12.61,16.06,,,,,,,,,0,,,,,,0.49,65.35
2021-04-20,Soil,43721,SG7,1,0,8,8,,,,,,1.68,0.19,0.71,0.01,,,,,,,0.27,32.7,128.2,127.2,13.98,19.72,,,,,,,,,0,,,,,,0.56,86.91
2021-04-20,Soil,43722,SG8,1,0,8,8,,,,,,1.58,0.22,0.81,0.01,,,,,,,0.3,42.16,150.7,149.3,18.91,22.7,,,,,,,,,0,,,,,,0.62,77.39
2021-04-20,Soil,43723,SG9,1,0,8,8,,,,,,1.6,0.2,0.91,0.01,,,,,,,0.26,35.12,99.32,125.3,15.92,19.93,,,,,,,,,0,,,,,,0.56,55.67
2021-04-20,Soil,43724,SG10,1,0,8,8,,,,,,1.32,0.18,0.9,0.01,,,,,,,0.22,30.71,83.25,91.45,12.41,18.93,,,,,,,,,0,,,,,,0.38,48.34
2021-04-20,Soil,43725,SG11,1,0,8,8,,,,,,1.54,0.26,1.11,0.02,,,,,,,0.27,33.56,79.8,140.5,13.68,22.87,,,,,,,,,0,,,,,,0.43,62.41
2021-04-20,Soil,43726,SG12,1,0,8,8,,,,,,1.52,0.22,0.86,0.02,,,,,,,0.25,29.53,61.75,114.7,12.38,17.26,,,,,,,,,0,,,,,,0.43,49.51
2021-04-20,Soil,43727,SG13,1,0,8,8,,,,,,1.4,0.19,0.88,0.01,,,,,,,0.24,30.55,65.04,94.76,12.67,19.62,,,,,,,,,0,,,,,,0.48,46.66
2021-04-20,Soil,43728,SG14,1,0,8,8,,,,,,1.44,0.2,0.78,0.01,,,,,,,0.26,36.97,89.39,113.2,14.07,17.22,,,,,,,,,0,,,,,,0.57,43.43
2021-04-20,Soil,43729,SG15,1,0,8,8,,,,,,1.63,0.22,1.04,0.01,,,,,,,0.28,33.26,122.6,131.8,17.24,23.67,,,,,,,,,0,,,,,,0.53,51.65
2021-04-20,Soil,43730,SG16,1,0,8,8,,,,,,1.44,0.2,0.83,0.01,,,,,,,0.25,29.32,65.8,116.9,12.17,17.04,,,,,,,,,0,,,,,,0.5,59.14
2021-04-20,Soil,43731,SG17,1,0,8,8,,,,,,1.35,0.21,0.87,0.02,,,,,,,0.27,30.88,99,133,12.9,21.51,,,,,,,,,0,,,,,,0.54,82.79
2021-04-20,Soil,43732,SG18,1,0,8,8,,,,,,1.41,0.2,0.8,0.01,,,,,,,0.28,37.85,93.71,128.6,17.05,19.82,,,,,,,,,0,,,,,,0.6,81.08
2021-04-20,Soil,43733,SG19,1,0,8,8,,,,,,1.65,0.19,0.89,0.02,,,,,,,0.27,33.21,65.95,112.4,13.67,17.23,,,,,,,,,0,,,,,,0.55,51.28
2021-04-20,Soil,43734,SG20,1,0,8,8,,,,,,1.52,0.19,0.87,0.01,,,,,,,0.28,29.81,51.94,103.8,13.48,17.53,,,,,,,,,0,,,,,,0.55,57.45
2021-04-20,Soil,43735,SG21,1,0,8,8,,,,,,1.53,0.2,0.86,0.01,,,,,,,0.28,33.26,72.26,85.4,13.83,20.92,,,,,,,,,0,,,,,,0.57,46.07
2021-04-20,Soil,43736,SG22,1,0,8,8,,,,,,1.24,0.23,0.95,0.01,,,,,,,0.27,31.1,125.1,74.44,14.97,24.26,,,,,,,,,0,,,,,,0.56,31.08
2021-04-20,Soil,43737,SG23,1,0,8,8,,,,,,1.46,0.2,0.9,0.02,,,,,,,0.28,30.81,112.7,99.39,12.89,23.66,,,,,,,,,0,,,,,,0.56,52.26
2021-04-20,Soil,43738,SG24,1,0,8,8,,,,,,1.38,0.22,0.88,0.01,,,,,,,0.27,29.18,78.41,83.83,11.72,24.79,,,,,,,,,0,,,,,,0.5,33.94
2021-05-04,Soil,45206,ST01,1,0,8,8,,,,,,1.42,0.63,2.16,0.02,,,,,,,0.23,152.6,114.2,111.1,8.88,47.93,,,,,,,,,0,,,,,,0.17,47.33
2021-05-04,Soil,45207,ST02,1,0,8,8,,,,,,1.59,0.64,2.28,0.02,,,,,,,0.22,144.3,97.65,119.7,7.93,48.61,,,,,,,,,0,,,,,,0.17,40.3
2021-05-04,Soil,45208,ST03,1,0,8,8,,,,,,1.7,0.54,1.77,0.03,,,,,,,0.26,202.2,124.1,106.9,6.93,48.8,,,,,,,,,0,,,,,,0.17,34.9
2021-05-04,Soil,45209,ST04,1,0,8,8,,,,,,1.22,0.57,2,0.02,,,,,,,0.21,164.7,115.2,95.97,7.01,36.84,,,,,,,,,0,,,,,,0.17,32.89
2021-05-04,Soil,45210,ST05,1,0,8,8,,,,,,2.13,0.5,2.09,0.02,,,,,,,0.22,181.2,79.27,101.7,7.79,45.34,,,,,,,,,0,,,,,,0.16,29.87
2021-05-04,Soil,45211,ST06,1,0,8,8,,,,,,2.1,0.58,2.17,0.02,,,,,,,0.22,198.9,111.6,109,8.6,54.41,,,,,,,,,0,,,,,,0.16,39.23
2021-05-04,Soil,45212,ST07,1,0,8,8,,,,,,2.21,0.58,2.35,0.02,,,,,,,0.24,200.6,105.3,106.2,8.22,52.26,,,,,,,,,0,,,,,,0.19,33.44
2021-05-04,Soil,45213,ST08,1,0,8,8,,,,,,1.73,0.49,2.24,0.02,,,,,,,0.24,188.7,81.02,107.8,8.01,46.13,,,,,,,,,0,,,,,,0.16,38.5
2021-05-04,Soil,45214,ST09,1,0,8,8,,,,,,1.28,0.46,1.63,0.02,,,,,,,0.22,168.9,96.9,100.9,6.44,41.36,,,,,,,,,0,,,,,,0.16,36.9
2021-05-04,Soil,45215,ST10,1,0,8,8,,,,,,1.76,0.47,1.7,0.02,,,,,,,0.22,156.9,71.82,99.48,6.59,44.66,,,,,,,,,0,,,,,,0.16,28.04
2021-04-15,Soil,43179,ST1,1,0,8,8,,,,,,1.61,0.36,1.37,0.01,,,,,,,0.22,22.04,76.95,91.35,6.81,33.16,,,,,,,,,0,,,,,,0.21,30.83
2021-04-15,Soil,43180,ST2,1,0,8,8,,,,,,1.31,0.37,1.35,0.01,,,,,,,0.19,23.96,67.87,165.2,6.1,31.96,,,,,,,,,0,,,,,,0.19,41.38
2021-04-15,Soil,43181,ST3,1,0,8,8,,,,,,1.44,0.3,0.99,0.01,,,,,,,0.19,16,79.06,79.81,3.87,28.78,,,,,,,,,0,,,,,,0.15,21.39
2021-04-15,Soil,43182,ST4,1,0,8,8,,,,,,1.1,0.33,1.17,0.01,,,,,,,0.16,16.25,84.12,84.56,5.3,28.02,,,,,,,,,0,,,,,,0.16,24.37
2021-04-15,Soil,43183,ST5,1,0,8,8,,,,,,1.87,0.33,1.39,0.01,,,,,,,0.19,20.4,58.3,85.39,6.54,30.45,,,,,,,,,0,,,,,,0.19,26.1
2021-04-15,Soil,43184,ST6,1,0,8,8,,,,,,1.92,0.36,1.38,0.01,,,,,,,0.19,18.33,80.98,85.49,6.79,36.95,,,,,,,,,0,,,,,,0.17,27.32
2021-04-15,Soil,43185,ST7,1,0,8,8,,,,,,1.77,0.38,1.56,0.01,,,,,,,0.19,20.04,71.5,93.33,6.93,34.95,,,,,,,,,0,,,,,,0.19,28.41
2021-04-15,Soil,43186,ST8,1,0,8,8,,,,,,1.72,0.34,1.52,0.01,,,,,,,0.23,17.29,59.21,89.78,6.01,28.41,,,,,,,,,0,,,,,,0.18,25.16
2021-04-15,Soil,43187,ST9,1,0,8,8,,,,,,1.46,0.31,1.25,0.01,,,,,,,0.18,15.59,77.34,81.16,4.64,28.87,,,,,,,,,0,,,,,,0.17,23.17
2021-04-15,Soil,43188,ST10,1,0,8,8,,,,,,1.58,0.31,1,0.01,,,,,,,0.16,13.99,49.06,79.47,5.1,29.55,,,,,,,,,0,,,,,,0.17,23.16
2021-10-05,Soil,55820,4E571,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55821,4F365,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55822,C9FF3,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55823,4E61E,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55824,508F5,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55825,4E605,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55826,5800000,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55827,0592F,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55828,4E630,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55829,C9F12,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55830,0731A,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55831,C9E5S,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55832,50A7E,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55833,50918,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55834,81EF8,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55835,50B83,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-10-05,Soil,55836,50900000,1,0,8,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2021-05-03,Soil,45068,S1,1,0,8,8,,,,,,1.22,0.3,1.35,0.02,,,,,,,0.2,22.48,84.94,79.64,12.99,35.25,,,,,,,,,0,,,,,,0.25,29.62
2021-05-03,Soil,45069,S2,1,0,8,8,,,,,,1.04,0.27,1.24,0.02,,,,,,,0.17,21.89,100.2,65.95,12.66,38.91,,,,,,,,,0,,,,,,0.23,14.13
2021-05-03,Soil,45070,S3,1,0,8,8,,,,,,1.14,0.27,1.3,0.02,,,,,,,0.2,21.05,165.9,74.36,13.52,48.27,,,,,,,,,0,,,,,,0.26,17.21
2021-05-03,Soil,45071,S4,1,0,8,8,,,,,,0.93,0.25,1.25,0.02,,,,,,,0.18,22.32,208.1,57.17,14.27,42.6,,,,,,,,,0,,,,,,0.24,7.71
2021-05-03,Soil,45072,S5,1,0,8,8,,,,,,1.1,0.24,1.32,0.02,,,,,,,0.2,25.62,81.23,66.73,12.66,31.23,,,,,,,,,0,,,,,,0.26,18.1
2021-05-03,Soil,45073,S6,1,0,8,8,,,,,,0.88,0.24,1.09,0.02,,,,,,,0.17,25.06,137.9,129.9,45.48,38.45,,,,,,,,,0,,,,,,0.23,8.26
2021-05-03,Soil,45074,S7,1,0,8,8,,,,,,1.04,0.25,1.1,0.02,,,,,,,0.19,19.36,63.76,63.11,12.86,27.68,,,,,,,,,0,,,,,,0.25,9.75
2021-05-03,Soil,45075,S8,1,0,8,8,,,,,,1.16,0.26,1.31,0.02,,,,,,,0.19,24.13,47.95,136.9,16.5,28.18,,,,,,,,,0,,,,,,0.26,7.71
2021-05-04,Soil,45174,ST01,1,0,8,8,,,,,,2.5,0.64,2.47,0.03,,,,,,,0.26,26.91,47.71,82.87,7.6,45.24,,,,,,,,,0,,,,,,0.19,36.45
2021-05-04,Soil,45175,ST02,1,0,8,8,,,,,,2.51,0.55,2.31,0.03,,,,,,,0.27,24.3,51.3,107.8,9.6,49.95,,,,,,,,,0,,,,,,0.21,41.97
2021-05-04,Soil,45176,ST03,1,0,8,8,,,,,,2.5,0.62,2.52,0.04,,,,,,,0.28,29.16,55.26,89.74,7.1,51.13,,,,,,,,,0,,,,,,0.24,30.92
2021-05-04,Soil,45177,ST04,1,0,8,8,,,,,,2.49,0.66,2.68,0.02,,,,,,,0.26,24.72,49.24,85.49,7.56,49.29,,,,,,,,,0,,,,,,0.24,31.49
2021-05-04,Soil,45178,ST05,1,0,8,8,,,,,,3.27,0.7,3.15,0.03,,,,,,,0.33,38.21,61.32,104.2,9.16,58.47,,,,,,,,,0,,,,,,0.27,40.68
2021-05-04,Soil,45179,ST06,1,0,8,8,,,,,,2.7,0.6,2.72,0.02,,,,,,,0.28,28.36,47.48,85.45,7.25,51.54,,,,,,,,,0,,,,,,0.21,31.24
2021-05-04,Soil,45180,ST07,1,0,8,8,,,,,,3.28,0.6,2.64,0.03,,,,,,,0.3,29.78,70.59,102.4,7.11,49.92,,,,,,,,,0,,,,,,0.24,34.26
2021-05-04,Soil,45181,ST08,1,0,8,8,,,,,,2.71,0.72,3.2,0.03,,,,,,,0.26,23.56,46.1,109.8,11.87,46.41,,,,,,,,,0,,,,,,0.22,42.26
2021-05-04,Soil,45182,ST09,1,0,8,8,,,,,,2.95,0.56,2.76,0.02,,,,,,,0.25,20,55.35,94.45,7.31,46.33,,,,,,,,,0,,,,,,0.24,37.79
2021-05-04,Soil,45183,ST10,1,0,8,8,,,,,,2.82,0.56,2.36,0.02,,,,,,,0.24,17.76,57.33,86.28,6.08,44,,,,,,,,,0,,,,,,0.31,37.65
2021-05-04,Soil,45259,G01,1,0,8,8,,,,,,1.39,0.3,1.31,0.02,,,,,,,0.22,15.28,43.16,67.81,43.24,58.31,,,,,,,,,0,,,,,,0.25,20.43
2021-05-04,Soil,45260,G02,1,0,8,8,,,,,,1.4,0.31,1.3,0.01,,,,,,,0.23,15.86,41.27,84.71,38.07,59.78,,,,,,,,,0,,,,,,0.27,28.22
2021-05-04,Soil,45261,G03,1,0,8,8,,,,,,1.32,0.31,1.16,0.01,,,,,,,0.21,18.39,33.46,72.23,21.48,69.66,,,,,,,,,0,,,,,,0.27,16.48
2021-05-04,Soil,45262,G04,1,0,8,8,,,,,,1.33,0.32,1.27,0.01,,,,,,,0.23,18.66,36.17,77.05,15.98,66.42,,,,,,,,,0,,,,,,0.27,20.48
2021-05-04,Soil,45263,G05,1,0,8,8,,,,,,1.31,0.3,1.11,0.01,,,,,,,0.19,16.2,35,62.14,9.92,56.42,,,,,,,,,0,,,,,,0.24,11.23
2021-05-04,Soil,45264,G06,1,0,8,8,,,,,,1.63,0.34,1.48,0.01,,,,,,,0.22,20.88,37.23,69.16,14.79,71.98,,,,,,,,,0,,,,,,0.28,18.92
2021-05-04,Soil,45265,G07,1,0,8,8,,,,,,1.45,0.27,1.2,0.01,,,,,,,0.21,16.51,31.21,65.52,12.33,50.15,,,,,,,,,0,,,,,,0.25,20.97
2021-05-04,Soil,45266,G08,1,0,8,8,,,,,,1.4,0.31,1.16,0.01,,,,,,,0.19,15.72,31.42,70.62,9.43,79.95,,,,,,,,,0,,,,,,0.25,17.42
2021-05-04,Soil,45267,G09,1,0,8,8,,,,,,1.41,0.31,1.3,0.01,,,,,,,0.19,15.62,27.83,65.81,10.02,58.51,,,,,,,,,0,,,,,,0.26,18.6
2021-05-04,Soil,45268,G10,1,0,8,8,,,,,,1.41,0.3,1.13,0.01,,,,,,,0.19,15.29,32.15,54.7,8.54,70.1,,,,,,,,,0,,,,,,0.28,13.12
2021-05-04,Soil,45269,G11,1,0,8,8,,,,,,1.31,0.31,1.22,0.01,,,,,,,0.18,15.75,35.53,52.31,11.19,54.35,,,,,,,,,0,,,,,,0.25,20.1
2021-05-04,Soil,45270,G12,1,0,8,8,,,,,,1.41,0.28,1.27,0.01,,,,,,,0.19,15.23,31.49,49.3,9.98,59.01,,,,,,,,,0,,,,,,0.26,14.05
2021-05-04,Soil,45271,G13,1,0,8,8,,,,,,1.41,0.31,1.18,0.01,,,,,,,0.18,16.07,31.86,51.63,9.02,54.93,,,,,,,,,0,,,,,,0.25,12.19
2021-05-04,Soil,45272,G14,1,0,8,8,,,,,,1.51,0.3,1.32,0.01,,,,,,,0.18,16.13,29.67,61.59,9,45.28,,,,,,,,,0,,,,,,0.28,16.6
2021-05-04,Soil,45273,G15,1,0,8,8,,,,,,1.58,0.35,1.67,0.01,,,,,,,0.21,13.59,31.51,60.32,8.81,68.53,,,,,,,,,0,,,,,,0.27,16.14
2021-05-04,Soil,45274,G16,1,0,8,8,,,,,,1.36,0.31,1.31,0.01,,,,,,,0.2,18.33,29.88,62.81,9.9,68.3,,,,,,,,,0,,,,,,0.26,13.64
2021-05-04,Soil,45275,G17,1,0,8,8,,,,,,1.54,0.29,1.43,0.01,,,,,,,0.19,18.23,27.86,64.19,9.18,71.19,,,,,,,,,0,,,,,,0.25,25.01
